order_id,date,customer_id,product_id,employee_id,region,units_sold,revenue,month,product_name,category,supplier,cost_price,selling_price,budget,impressions,conversions,roi
99431,2023-12-18,5714,P103,2697,South,2,360,12,Office Chair,Furniture,ComfortWorks,70,180,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
99432,2024-04-01,7872,P103,1635,East,3,540,4,Office Chair,Furniture,ComfortWorks,70,180,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99433,2023-08-29,6202,P101,1688,South,1,150,8,Smart Watch,Electronics,TechSupply,80,150,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99434,2023-08-15,5091,P104,2342,North,4,100,8,T-shirt,Clothing,UrbanWear,10,25,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99435,2024-03-03,6523,P105,1872,West,1,60,3,Protein Powder,Health,NutriLabs,20,60,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99436,2023-07-23,9719,P104,1776,West,3,75,7,T-shirt,Clothing,UrbanWear,10,25,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
99437,2023-09-24,8979,P105,1686,East,2,120,9,Protein Powder,Health,NutriLabs,20,60,25930.425,491309.95,5210.25,253.85700000000003
99438,2023-04-28,5168,P105,1732,West,3,180,4,Protein Powder,Health,NutriLabs,20,60,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99439,2023-11-13,6319,P105,1172,West,2,120,11,Protein Powder,Health,NutriLabs,20,60,30436.1,422552.6,4626.4,205.669
99440,2023-10-19,7240,P104,1232,South,1,25,10,T-shirt,Clothing,UrbanWear,10,25,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99441,2024-03-31,5869,P101,1931,South,1,150,3,Smart Watch,Electronics,TechSupply,80,150,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99442,2024-01-29,7766,P105,2672,North,1,60,1,Protein Powder,Health,NutriLabs,20,60,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99443,2024-04-06,8357,P101,2256,North,1,150,4,Smart Watch,Electronics,TechSupply,80,150,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99444,2023-08-10,8287,P105,1750,East,3,180,8,Protein Powder,Health,NutriLabs,20,60,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99445,2024-01-20,5974,P101,1650,North,4,600,1,Smart Watch,Electronics,TechSupply,80,150,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99446,2023-03-04,9456,P101,1084,South,2,300,3,Smart Watch,Electronics,TechSupply,80,150,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99447,2024-01-31,9138,P101,1972,West,2,300,1,Smart Watch,Electronics,TechSupply,80,150,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99448,2023-01-05,7228,P102,1880,East,2,190,1,Running Shoes,Sports,FitGear,40,95,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99449,2023-11-30,7558,P104,1023,South,3,75,11,T-shirt,Clothing,UrbanWear,10,25,30436.1,422552.6,4626.4,205.669
99450,2023-10-19,7509,P105,1768,East,1,60,10,Protein Powder,Health,NutriLabs,20,60,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99451,2023-05-25,7333,P105,2762,South,1,60,5,Protein Powder,Health,NutriLabs,20,60,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
99452,2024-03-17,6320,P102,2506,North,2,190,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99453,2023-05-30,6579,P101,1316,North,1,150,5,Smart Watch,Electronics,TechSupply,80,150,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
99454,2023-06-08,6908,P101,1852,East,1,150,6,Smart Watch,Electronics,TechSupply,80,150,27794.911111111112,490536.3333333333,6264.933333333333,260.74777777777774
99455,2024-02-14,6784,P105,2262,South,3,180,2,Protein Powder,Health,NutriLabs,20,60,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99456,2023-09-26,6915,P103,1964,North,1,180,9,Office Chair,Furniture,ComfortWorks,70,180,25930.425,491309.95,5210.25,253.85700000000003
99457,2024-03-22,7980,P105,1788,North,3,180,3,Protein Powder,Health,NutriLabs,20,60,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99458,2024-03-26,5256,P105,1259,North,3,180,3,Protein Powder,Health,NutriLabs,20,60,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99459,2024-05-05,6240,P102,2760,East,2,190,5,Running Shoes,Sports,FitGear,40,95,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
99460,2023-11-15,7569,P101,1611,North,2,300,11,Smart Watch,Electronics,TechSupply,80,150,30436.1,422552.6,4626.4,205.669
99461,2023-01-11,5749,P104,2593,South,2,50,1,T-shirt,Clothing,UrbanWear,10,25,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99462,2023-03-10,8322,P105,1967,West,4,240,3,Protein Powder,Health,NutriLabs,20,60,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99463,2023-07-11,8286,P105,2244,East,3,180,7,Protein Powder,Health,NutriLabs,20,60,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
99464,2023-04-12,9752,P104,1244,West,1,25,4,T-shirt,Clothing,UrbanWear,10,25,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99465,2024-03-27,5733,P102,1390,West,1,95,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99466,2023-02-01,7386,P103,1384,East,1,180,2,Office Chair,Furniture,ComfortWorks,70,180,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99467,2023-07-21,9323,P102,1452,East,3,285,7,Running Shoes,Sports,FitGear,40,95,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
99468,2023-09-23,6259,P105,2100,East,2,120,9,Protein Powder,Health,NutriLabs,20,60,25930.425,491309.95,5210.25,253.85700000000003
99469,2023-04-18,7413,P102,2471,East,1,95,4,Running Shoes,Sports,FitGear,40,95,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99470,2023-02-23,7905,P104,1507,East,4,100,2,T-shirt,Clothing,UrbanWear,10,25,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99471,2024-03-14,7496,P102,2241,North,4,380,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99472,2023-12-04,7554,P105,2227,East,3,180,12,Protein Powder,Health,NutriLabs,20,60,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
99473,2023-07-09,8704,P104,1890,North,4,100,7,T-shirt,Clothing,UrbanWear,10,25,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
99474,2023-08-27,7109,P104,1647,South,3,75,8,T-shirt,Clothing,UrbanWear,10,25,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99475,2024-03-14,8402,P105,2652,North,2,120,3,Protein Powder,Health,NutriLabs,20,60,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99476,2023-12-09,9282,P105,1059,West,1,60,12,Protein Powder,Health,NutriLabs,20,60,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
99477,2023-12-04,6528,P105,1496,East,1,60,12,Protein Powder,Health,NutriLabs,20,60,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
99478,2023-10-18,5850,P103,2534,West,1,180,10,Office Chair,Furniture,ComfortWorks,70,180,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99479,2023-11-19,7301,P105,1253,South,1,60,11,Protein Powder,Health,NutriLabs,20,60,30436.1,422552.6,4626.4,205.669
99480,2023-11-17,9674,P102,1929,East,2,190,11,Running Shoes,Sports,FitGear,40,95,30436.1,422552.6,4626.4,205.669
99481,2023-09-30,9409,P101,2365,East,1,150,9,Smart Watch,Electronics,TechSupply,80,150,25930.425,491309.95,5210.25,253.85700000000003
99482,2023-02-11,8623,P103,1881,West,4,720,2,Office Chair,Furniture,ComfortWorks,70,180,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99483,2024-03-18,8295,P103,2032,East,3,540,3,Office Chair,Furniture,ComfortWorks,70,180,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99484,2023-07-17,9526,P101,2608,North,3,450,7,Smart Watch,Electronics,TechSupply,80,150,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
99485,2024-01-12,6379,P102,1895,South,4,380,1,Running Shoes,Sports,FitGear,40,95,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99486,2023-05-01,8498,P103,1428,West,4,720,5,Office Chair,Furniture,ComfortWorks,70,180,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
99487,2024-01-30,6415,P103,2873,South,2,360,1,Office Chair,Furniture,ComfortWorks,70,180,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99488,2023-11-30,7269,P105,1528,West,2,120,11,Protein Powder,Health,NutriLabs,20,60,30436.1,422552.6,4626.4,205.669
99489,2024-05-11,7807,P104,1518,South,3,75,5,T-shirt,Clothing,UrbanWear,10,25,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
99490,2023-10-11,6799,P103,1102,North,3,540,10,Office Chair,Furniture,ComfortWorks,70,180,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99491,2023-10-22,8608,P102,2842,North,3,285,10,Running Shoes,Sports,FitGear,40,95,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99492,2023-07-01,7813,P104,2505,North,3,75,7,T-shirt,Clothing,UrbanWear,10,25,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
99493,2023-04-10,7002,P101,2935,North,1,150,4,Smart Watch,Electronics,TechSupply,80,150,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99494,2023-01-11,7119,P103,1440,West,1,180,1,Office Chair,Furniture,ComfortWorks,70,180,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99495,2024-01-06,5455,P102,1859,South,3,285,1,Running Shoes,Sports,FitGear,40,95,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99496,2023-08-21,8146,P101,1280,West,3,450,8,Smart Watch,Electronics,TechSupply,80,150,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99497,2024-03-17,9705,P105,2813,West,1,60,3,Protein Powder,Health,NutriLabs,20,60,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99498,2023-04-27,7884,P105,1438,West,2,120,4,Protein Powder,Health,NutriLabs,20,60,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99499,2024-02-28,5938,P104,2825,West,3,75,2,T-shirt,Clothing,UrbanWear,10,25,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99500,2024-05-14,6684,P101,1910,West,4,600,5,Smart Watch,Electronics,TechSupply,80,150,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
99501,2024-01-23,7565,P104,2807,West,4,100,1,T-shirt,Clothing,UrbanWear,10,25,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99502,2023-03-05,8409,P101,1271,West,3,450,3,Smart Watch,Electronics,TechSupply,80,150,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99503,2023-06-25,7085,P101,1293,North,2,300,6,Smart Watch,Electronics,TechSupply,80,150,27794.911111111112,490536.3333333333,6264.933333333333,260.74777777777774
99504,2024-03-29,7366,P105,1341,East,1,60,3,Protein Powder,Health,NutriLabs,20,60,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99505,2024-04-30,5139,P104,2884,West,3,75,4,T-shirt,Clothing,UrbanWear,10,25,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99506,2023-03-24,5426,P105,2695,South,2,120,3,Protein Powder,Health,NutriLabs,20,60,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99507,2024-02-19,7902,P101,2450,North,2,300,2,Smart Watch,Electronics,TechSupply,80,150,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99508,2023-01-02,7017,P105,1599,North,3,180,1,Protein Powder,Health,NutriLabs,20,60,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99509,2023-10-26,6218,P104,2896,East,2,50,10,T-shirt,Clothing,UrbanWear,10,25,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99510,2023-08-05,9310,P104,2329,East,4,100,8,T-shirt,Clothing,UrbanWear,10,25,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99511,2023-08-30,6912,P102,2494,East,2,190,8,Running Shoes,Sports,FitGear,40,95,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99512,2023-10-24,9636,P105,2208,West,3,180,10,Protein Powder,Health,NutriLabs,20,60,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99513,2023-03-01,8681,P102,2061,East,4,380,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99514,2024-01-03,7436,P101,1022,South,4,600,1,Smart Watch,Electronics,TechSupply,80,150,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99515,2023-07-22,6452,P105,1600,East,3,180,7,Protein Powder,Health,NutriLabs,20,60,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
99516,2024-03-05,6717,P103,1985,East,2,360,3,Office Chair,Furniture,ComfortWorks,70,180,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99517,2023-02-09,7199,P102,2059,North,3,285,2,Running Shoes,Sports,FitGear,40,95,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99518,2023-11-11,8174,P104,1433,West,3,75,11,T-shirt,Clothing,UrbanWear,10,25,30436.1,422552.6,4626.4,205.669
99519,2023-02-14,6428,P102,1609,East,4,380,2,Running Shoes,Sports,FitGear,40,95,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99520,2023-10-25,6311,P105,1908,North,2,120,10,Protein Powder,Health,NutriLabs,20,60,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99521,2023-04-29,5746,P102,2888,West,3,285,4,Running Shoes,Sports,FitGear,40,95,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99522,2024-05-06,7789,P104,2640,East,1,25,5,T-shirt,Clothing,UrbanWear,10,25,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
99523,2024-02-09,8106,P102,2389,West,3,285,2,Running Shoes,Sports,FitGear,40,95,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99524,2023-05-11,7914,P102,1899,South,1,95,5,Running Shoes,Sports,FitGear,40,95,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
99525,2024-03-25,5753,P103,2652,North,4,720,3,Office Chair,Furniture,ComfortWorks,70,180,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99526,2024-01-30,5483,P101,2827,West,2,300,1,Smart Watch,Electronics,TechSupply,80,150,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99527,2023-10-07,8592,P104,1446,North,2,50,10,T-shirt,Clothing,UrbanWear,10,25,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99528,2023-02-19,5387,P101,2747,West,3,450,2,Smart Watch,Electronics,TechSupply,80,150,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99529,2023-03-29,6788,P103,2500,North,3,540,3,Office Chair,Furniture,ComfortWorks,70,180,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99530,2023-01-21,5544,P105,1974,North,2,120,1,Protein Powder,Health,NutriLabs,20,60,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99531,2024-02-13,7906,P105,1893,North,4,240,2,Protein Powder,Health,NutriLabs,20,60,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99532,2024-01-23,7965,P103,1309,East,3,540,1,Office Chair,Furniture,ComfortWorks,70,180,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99533,2023-08-20,7746,P105,1078,West,4,240,8,Protein Powder,Health,NutriLabs,20,60,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99534,2024-01-16,9676,P105,2484,East,4,240,1,Protein Powder,Health,NutriLabs,20,60,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99535,2023-02-12,6161,P102,1059,South,4,380,2,Running Shoes,Sports,FitGear,40,95,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99536,2024-03-06,9226,P102,1653,East,3,285,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99537,2023-01-23,8322,P102,1382,South,4,380,1,Running Shoes,Sports,FitGear,40,95,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99538,2024-03-19,6658,P103,1571,West,2,360,3,Office Chair,Furniture,ComfortWorks,70,180,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99539,2023-08-04,9461,P105,2339,South,2,120,8,Protein Powder,Health,NutriLabs,20,60,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99540,2023-10-04,5420,P101,2557,North,1,150,10,Smart Watch,Electronics,TechSupply,80,150,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99541,2023-07-13,9519,P104,1448,South,4,100,7,T-shirt,Clothing,UrbanWear,10,25,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
99542,2023-08-03,6808,P105,2600,South,4,240,8,Protein Powder,Health,NutriLabs,20,60,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99543,2023-06-28,8987,P103,2950,South,1,180,6,Office Chair,Furniture,ComfortWorks,70,180,27794.911111111112,490536.3333333333,6264.933333333333,260.74777777777774
99544,2023-05-23,9065,P102,1886,South,4,380,5,Running Shoes,Sports,FitGear,40,95,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
99545,2023-11-10,7209,P104,1992,South,2,50,11,T-shirt,Clothing,UrbanWear,10,25,30436.1,422552.6,4626.4,205.669
99546,2023-01-26,9190,P104,2390,North,2,50,1,T-shirt,Clothing,UrbanWear,10,25,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99547,2023-08-06,6185,P104,2728,South,1,25,8,T-shirt,Clothing,UrbanWear,10,25,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99548,2024-04-20,9930,P101,2125,North,2,300,4,Smart Watch,Electronics,TechSupply,80,150,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99549,2023-02-28,6819,P102,2751,East,2,190,2,Running Shoes,Sports,FitGear,40,95,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99550,2023-12-12,9558,P102,1230,West,2,190,12,Running Shoes,Sports,FitGear,40,95,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
99551,2023-02-14,5930,P102,2429,South,3,285,2,Running Shoes,Sports,FitGear,40,95,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99552,2024-03-25,9776,P102,2148,East,4,380,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99553,2024-02-23,8386,P105,2494,East,1,60,2,Protein Powder,Health,NutriLabs,20,60,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99554,2023-08-12,6353,P104,1961,South,4,100,8,T-shirt,Clothing,UrbanWear,10,25,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99555,2023-12-16,5656,P104,2534,East,1,25,12,T-shirt,Clothing,UrbanWear,10,25,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
99556,2023-09-13,6205,P104,2365,West,1,25,9,T-shirt,Clothing,UrbanWear,10,25,25930.425,491309.95,5210.25,253.85700000000003
99557,2023-04-20,7867,P103,1456,West,4,720,4,Office Chair,Furniture,ComfortWorks,70,180,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99558,2023-11-16,5455,P102,1003,North,4,380,11,Running Shoes,Sports,FitGear,40,95,30436.1,422552.6,4626.4,205.669
99559,2023-12-06,9370,P105,2393,North,2,120,12,Protein Powder,Health,NutriLabs,20,60,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
99560,2023-09-07,7084,P105,1216,East,2,120,9,Protein Powder,Health,NutriLabs,20,60,25930.425,491309.95,5210.25,253.85700000000003
99561,2023-03-18,7490,P103,2230,South,3,540,3,Office Chair,Furniture,ComfortWorks,70,180,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99562,2023-10-10,5874,P103,1471,East,4,720,10,Office Chair,Furniture,ComfortWorks,70,180,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99563,2023-03-28,8107,P104,2639,South,1,25,3,T-shirt,Clothing,UrbanWear,10,25,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99564,2023-09-07,9163,P104,2286,East,4,100,9,T-shirt,Clothing,UrbanWear,10,25,25930.425,491309.95,5210.25,253.85700000000003
99565,2023-07-27,6433,P104,2479,South,4,100,7,T-shirt,Clothing,UrbanWear,10,25,24790.714285714286,506870.54761904763,5028.952380952381,305.90261904761905
99566,2023-06-08,9455,P104,2690,East,2,50,6,T-shirt,Clothing,UrbanWear,10,25,27794.911111111112,490536.3333333333,6264.933333333333,260.74777777777774
99567,2023-01-12,8192,P104,2754,South,2,50,1,T-shirt,Clothing,UrbanWear,10,25,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99568,2023-08-13,8738,P102,2964,West,3,285,8,Running Shoes,Sports,FitGear,40,95,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99569,2023-12-24,9029,P105,2378,East,2,120,12,Protein Powder,Health,NutriLabs,20,60,27036.867924528302,500590.1320754717,4598.698113207547,259.1258490566038
99570,2023-10-28,5574,P102,1700,South,1,95,10,Running Shoes,Sports,FitGear,40,95,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99571,2024-01-19,6095,P105,1357,North,1,60,1,Protein Powder,Health,NutriLabs,20,60,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99572,2023-02-01,7895,P101,2245,North,1,150,2,Smart Watch,Electronics,TechSupply,80,150,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99573,2023-02-23,6988,P101,1678,South,1,150,2,Smart Watch,Electronics,TechSupply,80,150,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99574,2024-03-25,5289,P101,1348,South,3,450,3,Smart Watch,Electronics,TechSupply,80,150,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99575,2023-08-30,7467,P105,2789,North,4,240,8,Protein Powder,Health,NutriLabs,20,60,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99576,2024-01-04,6588,P103,1260,South,2,360,1,Office Chair,Furniture,ComfortWorks,70,180,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99577,2023-04-25,6478,P102,1337,North,3,285,4,Running Shoes,Sports,FitGear,40,95,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99578,2024-04-15,5804,P103,1462,West,3,540,4,Office Chair,Furniture,ComfortWorks,70,180,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99579,2023-10-15,5611,P105,2625,North,1,60,10,Protein Powder,Health,NutriLabs,20,60,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99580,2024-02-03,5471,P104,2846,East,4,100,2,T-shirt,Clothing,UrbanWear,10,25,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99581,2023-04-14,6969,P103,2786,West,1,180,4,Office Chair,Furniture,ComfortWorks,70,180,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99582,2023-11-07,9464,P105,1769,East,4,240,11,Protein Powder,Health,NutriLabs,20,60,30436.1,422552.6,4626.4,205.669
99583,2023-10-24,5409,P101,2886,South,4,600,10,Smart Watch,Electronics,TechSupply,80,150,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99584,2023-05-07,6625,P104,2944,South,4,100,5,T-shirt,Clothing,UrbanWear,10,25,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
99585,2023-02-09,8959,P101,2276,North,2,300,2,Smart Watch,Electronics,TechSupply,80,150,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99586,2023-03-13,8574,P103,2112,North,1,180,3,Office Chair,Furniture,ComfortWorks,70,180,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99587,2023-08-23,5160,P103,1159,North,3,540,8,Office Chair,Furniture,ComfortWorks,70,180,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99588,2024-01-05,7725,P102,1441,West,3,285,1,Running Shoes,Sports,FitGear,40,95,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99589,2024-03-08,8866,P102,2301,West,3,285,3,Running Shoes,Sports,FitGear,40,95,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99590,2024-04-14,9108,P105,1691,East,2,120,4,Protein Powder,Health,NutriLabs,20,60,26723.68181818182,521777.5681818182,5303.840909090909,292.56545454545454
99591,2023-09-04,8478,P103,2225,North,4,720,9,Office Chair,Furniture,ComfortWorks,70,180,25930.425,491309.95,5210.25,253.85700000000003
99592,2023-10-21,6986,P101,1444,East,4,600,10,Smart Watch,Electronics,TechSupply,80,150,24653.793103448275,626234.6896551724,4094.137931034483,234.71206896551723
99593,2023-09-04,6878,P102,2507,South,3,285,9,Running Shoes,Sports,FitGear,40,95,25930.425,491309.95,5210.25,253.85700000000003
99594,2023-11-08,8426,P101,1203,East,4,600,11,Smart Watch,Electronics,TechSupply,80,150,30436.1,422552.6,4626.4,205.669
99595,2023-02-03,8317,P105,1532,South,4,240,2,Protein Powder,Health,NutriLabs,20,60,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99596,2023-05-09,9534,P101,2725,South,2,300,5,Smart Watch,Electronics,TechSupply,80,150,31607.942857142858,543547.0,5374.314285714286,218.99428571428572
99597,2023-01-10,5420,P101,2038,South,1,150,1,Smart Watch,Electronics,TechSupply,80,150,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99598,2023-06-17,8893,P104,1522,East,2,50,6,T-shirt,Clothing,UrbanWear,10,25,27794.911111111112,490536.3333333333,6264.933333333333,260.74777777777774
99599,2023-09-29,5499,P105,2581,South,1,60,9,Protein Powder,Health,NutriLabs,20,60,25930.425,491309.95,5210.25,253.85700000000003
99600,2023-08-04,5245,P102,2094,East,1,95,8,Running Shoes,Sports,FitGear,40,95,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99601,2024-03-05,9441,P104,2495,East,1,25,3,T-shirt,Clothing,UrbanWear,10,25,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99602,2024-02-12,5479,P103,1382,South,2,360,2,Office Chair,Furniture,ComfortWorks,70,180,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99603,2023-08-28,6333,P103,2437,West,2,360,8,Office Chair,Furniture,ComfortWorks,70,180,29306.653846153848,542382.8653846154,4742.826923076923,214.4925
99604,2023-01-14,7567,P102,2421,West,1,95,1,Running Shoes,Sports,FitGear,40,95,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
99605,2023-03-31,9265,P105,2273,South,4,240,3,Protein Powder,Health,NutriLabs,20,60,24134.585365853658,483681.46341463417,5253.317073170731,250.60682926829267
99606,2024-02-27,9214,P103,2063,East,3,540,2,Office Chair,Furniture,ComfortWorks,70,180,26902.666666666668,490064.6388888889,5237.0,285.48499999999996
99607,2023-01-18,5757,P103,1237,South,4,720,1,Office Chair,Furniture,ComfortWorks,70,180,26853.575757575756,548523.8484848485,4457.060606060606,234.6290909090909
